txn_id,value_date,txn_type,narration,withdrawal_amt,deposit_amt,closing_balance
1072,02/07/26,UPI_DIRECT_CREDIT,UPI-86637941133-CUSTOMER@OKBANK,,467.47,1335411.71
1073,02/07/26,UPI_DIRECT_CREDIT,UPI-88076354267-CUSTOMER@OKBANK,,316.56,1335728.27
1074,02/07/26,UPI_DIRECT_CREDIT,UPI-56327356259-CUSTOMER@OKBANK,,459.28,1336187.55
1075,02/07/26,UPI_DIRECT_CREDIT,UPI-45176120493-CUSTOMER@OKBANK,,1096.6,1337284.15
1076,02/07/26,UPI_DIRECT_CREDIT,UPI-58090899706-CUSTOMER@OKBANK,,1783.86,1339068.01
1077,02/07/26,UPI_DIRECT_CREDIT,UPI-26527099795-CUSTOMER@OKBANK,,2465.31,1341533.32
1078,02/07/26,UPI_DIRECT_CREDIT,UPI-62940552452-CUSTOMER@OKBANK,,480.19,1342013.51
1079,02/07/26,UPI_DIRECT_CREDIT,UPI-65578438759-CUSTOMER@OKBANK,,1226.13,1343239.64
1080,02/07/26,UPI_DIRECT_CREDIT,UPI-84758523605-CUSTOMER@OKBANK,,841.68,1344081.32
1081,02/07/26,UPI_DIRECT_CREDIT,UPI-98504937508-CUSTOMER@OKBANK,,1257.31,1345338.63
1082,02/07/26,UPI_DIRECT_CREDIT,UPI-49018899720-CUSTOMER@OKBANK,,2048.57,1347387.2
1083,02/07/26,UPI_DIRECT_CREDIT,UPI-51544341056-CUSTOMER@OKBANK,,159.0,1347546.2
1084,02/07/26,UPI_DIRECT_CREDIT,UPI-78650482468-CUSTOMER@OKBANK,,74.37,1347620.57
1085,02/07/26,NEFT_VENDOR_DEBIT,NEFT DR-VENDOR744-NETBANK,9271.7,,1338348.87
1086,02/07/26,MDR_RECOVERY_CHARGE,MDR RCVRY-02/07/26,127.8,,1338221.07
1087,03/07/26,CARD_TERMINAL_SETTLEMENT,TERMINAL 1 CARDS SETTL. 03/07/26,,19521.23,1357742.3
1088,03/07/26,UPI_DIRECT_CREDIT,UPI-16290193878-CUSTOMER@OKBANK,,2528.54,1360270.84
1089,03/07/26,UPI_DIRECT_CREDIT,UPI-73571600239-CUSTOMER@OKBANK,,171.21,1360442.05
1090,03/07/26,UPI_DIRECT_CREDIT,UPI-68002580547-CUSTOMER@OKBANK,,892.74,1361334.79
1091,03/07/26,UPI_DIRECT_CREDIT,UPI-78124601904-CUSTOMER@OKBANK,,2425.25,1363760.04
1092,03/07/26,UPI_DIRECT_CREDIT,UPI-76663475091-CUSTOMER@OKBANK,,751.07,1364511.11
1093,03/07/26,UPI_DIRECT_CREDIT,UPI-45366880628-CUSTOMER@OKBANK,,464.76,1364975.87
1094,03/07/26,UPI_DIRECT_CREDIT,UPI-62532868056-CUSTOMER@OKBANK,,106.73,1365082.6
1095,03/07/26,UPI_DIRECT_CREDIT,UPI-84435568770-CUSTOMER@OKBANK,,723.85,1365806.45
1096,03/07/26,UPI_DIRECT_CREDIT,UPI-12987248494-CUSTOMER@OKBANK,,337.36,1366143.81
1097,03/07/26,UPI_DIRECT_CREDIT,UPI-61293684848-CUSTOMER@OKBANK,,258.31,1366402.12
1098,03/07/26,UPI_DIRECT_CREDIT,UPI-86169673298-CUSTOMER@OKBANK,,533.99,1366936.11
1099,03/07/26,UPI_DIRECT_CREDIT,UPI-76296410718-CUSTOMER@OKBANK,,838.69,1367774.8
1100,03/07/26,UPI_DIRECT_CREDIT,UPI-34585171839-CUSTOMER@OKBANK,,501.68,1368276.48
1101,03/07/26,UPI_DIRECT_CREDIT,UPI-89001715430-CUSTOMER@OKBANK,,2567.23,1370843.71
1102,03/07/26,UPI_DIRECT_CREDIT,UPI-73852640355-CUSTOMER@OKBANK,,173.24,1371016.95
1103,03/07/26,UPI_DIRECT_CREDIT,UPI-54353465017-CUSTOMER@OKBANK,,456.09,1371473.04
1104,03/07/26,UPI_DIRECT_CREDIT,UPI-74776294029-CUSTOMER@OKBANK,,527.48,1372000.52
1105,03/07/26,UPI_DIRECT_CREDIT,UPI-96862372775-CUSTOMER@OKBANK,,623.65,1372624.17
1106,03/07/26,UPI_DIRECT_CREDIT,UPI-44143322405-CUSTOMER@OKBANK,,28.97,1372653.14
1107,03/07/26,UPI_DIRECT_CREDIT,UPI-87800710257-CUSTOMER@OKBANK,,67.01,1372720.15
1108,03/07/26,UPI_DIRECT_CREDIT,UPI-92325027511-CUSTOMER@OKBANK,,579.02,1373299.17
1109,03/07/26,UPI_DIRECT_CREDIT,UPI-52798149836-CUSTOMER@OKBANK,,185.71,1373484.88
1110,03/07/26,UPI_DIRECT_CREDIT,UPI-63151538665-CUSTOMER@OKBANK,,1430.33,1374915.21
1111,03/07/26,UPI_DIRECT_CREDIT,UPI-23927932049-CUSTOMER@OKBANK,,1906.57,1376821.78
1112,03/07/26,UPI_DIRECT_CREDIT,UPI-57421030846-CUSTOMER@OKBANK,,211.88,1377033.66
1113,03/07/26,UPI_DIRECT_CREDIT,UPI-11465576748-CUSTOMER@OKBANK,,1017.23,1378050.89
1114,03/07/26,UPI_DIRECT_CREDIT,UPI-73688812930-CUSTOMER@OKBANK,,793.4,1378844.29
1115,03/07/26,UPI_DIRECT_CREDIT,UPI-92764373670-CUSTOMER@OKBANK,,2147.45,1380991.74
1116,03/07/26,UPI_DIRECT_CREDIT,UPI-46904397480-CUSTOMER@OKBANK,,622.9,1381614.64
1117,03/07/26,UPI_DIRECT_CREDIT,UPI-73916119262-CUSTOMER@OKBANK,,447.3,1382061.94
1118,03/07/26,UPI_DIRECT_CREDIT,UPI-11444812497-CUSTOMER@OKBANK,,578.83,1382640.77
1119,03/07/26,UPI_DIRECT_CREDIT,UPI-47786402270-CUSTOMER@OKBANK,,495.01,1383135.78
1120,03/07/26,UPI_DIRECT_CREDIT,UPI-12387104291-CUSTOMER@OKBANK,,828.19,1383963.97
1121,03/07/26,UPI_DIRECT_CREDIT,UPI-85112869912-CUSTOMER@OKBANK,,414.63,1384378.6
1122,03/07/26,UPI_DIRECT_CREDIT,UPI-18663993845-CUSTOMER@OKBANK,,714.37,1385092.97
1123,03/07/26,UPI_DIRECT_CREDIT,UPI-59742402490-CUSTOMER@OKBANK,,1313.62,1386406.59
1124,03/07/26,UPI_DIRECT_CREDIT,UPI-55313573453-CUSTOMER@OKBANK,,1623.36,1388029.95
1125,03/07/26,UPI_DIRECT_CREDIT,UPI-53776816193-CUSTOMER@OKBANK,,111.38,1388141.33
1126,03/07/26,UPI_DIRECT_CREDIT,UPI-36592465992-CUSTOMER@OKBANK,,43.79,1388185.12
1127,03/07/26,UPI_DIRECT_CREDIT,UPI-51217902378-CUSTOMER@OKBANK,,1902.3,1390087.42
1128,03/07/26,UPI_DIRECT_CREDIT,UPI-49425401235-CUSTOMER@OKBANK,,799.58,1390887.0
1129,03/07/26,UPI_DIRECT_CREDIT,UPI-51031364324-CUSTOMER@OKBANK,,13.12,1390900.12
1130,03/07/26,UPI_DIRECT_CREDIT,UPI-87362090818-CUSTOMER@OKBANK,,375.77,1391275.89
1131,03/07/26,UPI_DIRECT_CREDIT,UPI-78125581388-CUSTOMER@OKBANK,,91.74,1391367.63
1132,03/07/26,UPI_DIRECT_CREDIT,UPI-27410118401-CUSTOMER@OKBANK,,1735.97,1393103.6
1133,03/07/26,UPI_DIRECT_CREDIT,UPI-83523189616-CUSTOMER@OKBANK,,52.42,1393156.02
1134,03/07/26,UPI_DIRECT_CREDIT,UPI-82051055121-CUSTOMER@OKBANK,,231.45,1393387.47
1135,03/07/26,UPI_DIRECT_CREDIT,UPI-70086726736-CUSTOMER@OKBANK,,1405.5,1394792.97
1136,03/07/26,UPI_DIRECT_CREDIT,UPI-39045734699-CUSTOMER@OKBANK,,1936.37,1396729.34
1137,03/07/26,NEFT_VENDOR_DEBIT,NEFT DR-VENDOR183-NETBANK,5513.53,,1391215.81
1138,03/07/26,NEFT_VENDOR_DEBIT,NEFT DR-VENDOR277-NETBANK,3394.02,,1387821.79
1139,03/07/26,MDR_RECOVERY_CHARGE,MDR RCVRY-03/07/26,135.46,,1387686.33
1140,04/07/26,CARD_TERMINAL_SETTLEMENT,TERMINAL 1 CARDS SETTL. 04/07/26,,25239.7,1412926.03
1141,04/07/26,UPI_DIRECT_CREDIT,UPI-43017066829-CUSTOMER@OKBANK,,92.84,1413018.87
1142,04/07/26,UPI_DIRECT_CREDIT,UPI-66684201906-CUSTOMER@OKBANK,,1962.6,1414981.47
1143,04/07/26,UPI_DIRECT_CREDIT,UPI-30730222987-CUSTOMER@OKBANK,,434.89,1415416.36
1144,04/07/26,UPI_DIRECT_CREDIT,UPI-90849496457-CUSTOMER@OKBANK,,1422.94,1416839.3
1145,04/07/26,UPI_DIRECT_CREDIT,UPI-64544940833-CUSTOMER@OKBANK,,563.49,1417402.79
1146,04/07/26,UPI_DIRECT_CREDIT,UPI-16863515206-CUSTOMER@OKBANK,,283.32,1417686.11
1147,04/07/26,UPI_DIRECT_CREDIT,UPI-40457017069-CUSTOMER@OKBANK,,267.82,1417953.93
1148,04/07/26,UPI_DIRECT_CREDIT,UPI-88466952366-CUSTOMER@OKBANK,,288.92,1418242.85
1149,04/07/26,UPI_DIRECT_CREDIT,UPI-32669509881-CUSTOMER@OKBANK,,1699.85,1419942.7
1150,04/07/26,UPI_DIRECT_CREDIT,UPI-59263319540-CUSTOMER@OKBANK,,299.11,1420241.81
1151,04/07/26,UPI_DIRECT_CREDIT,UPI-67251070810-CUSTOMER@OKBANK,,127.83,1420369.64
1152,04/07/26,UPI_DIRECT_CREDIT,UPI-70287155135-CUSTOMER@OKBANK,,2506.83,1422876.47
1153,04/07/26,UPI_DIRECT_CREDIT,UPI-82434239416-CUSTOMER@OKBANK,,451.44,1423327.91
1154,04/07/26,UPI_DIRECT_CREDIT,UPI-16069852114-CUSTOMER@OKBANK,,300.69,1423628.6
1155,04/07/26,UPI_DIRECT_CREDIT,UPI-35991474684-CUSTOMER@OKBANK,,2185.95,1425814.55
1156,04/07/26,UPI_DIRECT_CREDIT,UPI-24966723213-CUSTOMER@OKBANK,,1389.65,1427204.2
1157,04/07/26,UPI_DIRECT_CREDIT,UPI-49334934709-CUSTOMER@OKBANK,,2258.83,1429463.03
1158,04/07/26,UPI_DIRECT_CREDIT,UPI-96403859171-CUSTOMER@OKBANK,,169.29,1429632.32
1159,04/07/26,UPI_DIRECT_CREDIT,UPI-47389458254-CUSTOMER@OKBANK,,2118.23,1431750.55
1160,04/07/26,UPI_DIRECT_CREDIT,UPI-29547534656-CUSTOMER@OKBANK,,589.5,1432340.05
1161,04/07/26,UPI_DIRECT_CREDIT,UPI-22300902025-CUSTOMER@OKBANK,,120.62,1432460.67
1162,04/07/26,UPI_DIRECT_CREDIT,UPI-48665723369-CUSTOMER@OKBANK,,1605.4,1434066.07
1163,04/07/26,UPI_DIRECT_CREDIT,UPI-70767754594-CUSTOMER@OKBANK,,1885.87,1435951.94
1164,04/07/26,UPI_DIRECT_CREDIT,UPI-71749646999-CUSTOMER@OKBANK,,1838.26,1437790.2
1165,04/07/26,UPI_DIRECT_CREDIT,UPI-63995459741-CUSTOMER@OKBANK,,280.46,1438070.66
1166,04/07/26,UPI_DIRECT_CREDIT,UPI-63176982868-CUSTOMER@OKBANK,,974.2,1439044.86
1167,04/07/26,UPI_DIRECT_CREDIT,UPI-27338867216-CUSTOMER@OKBANK,,296.63,1439341.49
1168,04/07/26,UPI_DIRECT_CREDIT,UPI-79147735218-CUSTOMER@OKBANK,,654.11,1439995.6
1169,04/07/26,UPI_DIRECT_CREDIT,UPI-31345801907-CUSTOMER@OKBANK,,1145.06,1441140.66
1170,04/07/26,UPI_DIRECT_CREDIT,UPI-64514751164-CUSTOMER@OKBANK,,1350.54,1442491.2
1171,04/07/26,UPI_DIRECT_CREDIT,UPI-97259395218-CUSTOMER@OKBANK,,2348.98,1444840.18
1172,04/07/26,UPI_DIRECT_CREDIT,UPI-21241902797-CUSTOMER@OKBANK,,218.15,1445058.33
1173,04/07/26,NEFT_VENDOR_DEBIT,NEFT DR-VENDOR394-NETBANK,12733.87,,1432324.46
1174,04/07/26,NEFT_VENDOR_DEBIT,NEFT DR-VENDOR864-NETBANK,19949.29,,1412375.17
1175,04/07/26,NEFT_VENDOR_DEBIT,NEFT DR-SUPPLIER820-NETBANK,50000.0,,1362375.17
1176,04/07/26,NEFT_VENDOR_DEBIT,NEFT DR-SUPPLIER554-NETBANK,10000.0,,1352375.17
1177,04/07/26,NEFT_VENDOR_DEBIT,NEFT DR-SUPPLIER810-NETBANK,12000.0,,1340375.17
1178,04/07/26,MDR_RECOVERY_CHARGE,MDR RCVRY-04/07/26,17.03,,1340358.14
1179,05/07/26,CARD_TERMINAL_SETTLEMENT,TERMINAL 1 CARDS SETTL. 05/07/26,,17762.05,1358120.19
1180,05/07/26,RAZORPAY_PAYOUT_BATCH,RAZORPAY PAYOUT UPI-BATCH 05/07/26,,41608.38,1399728.57
1181,05/07/26,UPI_DIRECT_CREDIT,UPI-75458865527-CUSTOMER@OKBANK,,401.99,1400130.56
1182,05/07/26,UPI_DIRECT_CREDIT,UPI-46333578625-CUSTOMER@OKBANK,,385.87,1400516.43
1183,05/07/26,UPI_DIRECT_CREDIT,UPI-85924760623-CUSTOMER@OKBANK,,839.35,1401355.78
1184,05/07/26,UPI_DIRECT_CREDIT,UPI-97184203626-CUSTOMER@OKBANK,,1487.46,1402843.24
1185,05/07/26,UPI_DIRECT_CREDIT,UPI-24960264709-CUSTOMER@OKBANK,,714.19,1403557.43
1186,05/07/26,UPI_DIRECT_CREDIT,UPI-11268006448-CUSTOMER@OKBANK,,1877.18,1405434.61
1187,05/07/26,UPI_DIRECT_CREDIT,UPI-18476559573-CUSTOMER@OKBANK,,1366.62,1406801.23
1188,05/07/26,UPI_DIRECT_CREDIT,UPI-92592729598-CUSTOMER@OKBANK,,747.1,1407548.33
1189,05/07/26,UPI_DIRECT_CREDIT,UPI-30780499697-CUSTOMER@OKBANK,,431.4,1407979.73
1190,05/07/26,UPI_DIRECT_CREDIT,UPI-73516598388-CUSTOMER@OKBANK,,842.04,1408821.77
1191,05/07/26,UPI_DIRECT_CREDIT,UPI-33259408672-CUSTOMER@OKBANK,,518.92,1409340.69
1192,05/07/26,UPI_DIRECT_CREDIT,UPI-80999470334-CUSTOMER@OKBANK,,771.91,1410112.6
1193,05/07/26,UPI_DIRECT_CREDIT,UPI-56687999440-CUSTOMER@OKBANK,,798.28,1410910.88
1194,05/07/26,UPI_DIRECT_CREDIT,UPI-65748427427-CUSTOMER@OKBANK,,243.03,1411153.91
1195,05/07/26,UPI_DIRECT_CREDIT,UPI-44419518557-CUSTOMER@OKBANK,,782.75,1411936.66
1196,05/07/26,UPI_DIRECT_CREDIT,UPI-88435386015-CUSTOMER@OKBANK,,2043.81,1413980.47
1197,05/07/26,UPI_DIRECT_CREDIT,UPI-75428766878-CUSTOMER@OKBANK,,1531.51,1415511.98
1198,05/07/26,UPI_DIRECT_CREDIT,UPI-96850110796-CUSTOMER@OKBANK,,1854.39,1417366.37
1199,05/07/26,UPI_DIRECT_CREDIT,UPI-68623037048-CUSTOMER@OKBANK,,794.31,1418160.68
1200,05/07/26,UPI_DIRECT_CREDIT,UPI-23383635559-CUSTOMER@OKBANK,,327.21,1418487.89
1201,05/07/26,UPI_DIRECT_CREDIT,UPI-87077371800-CUSTOMER@OKBANK,,622.53,1419110.42
1202,05/07/26,UPI_DIRECT_CREDIT,UPI-25697770038-CUSTOMER@OKBANK,,745.36,1419855.78
1203,05/07/26,UPI_DIRECT_CREDIT,UPI-37361217852-CUSTOMER@OKBANK,,669.39,1420525.17
1204,05/07/26,UPI_DIRECT_CREDIT,UPI-84592135662-CUSTOMER@OKBANK,,138.02,1420663.19
1205,05/07/26,UPI_DIRECT_CREDIT,UPI-20542930840-CUSTOMER@OKBANK,,686.9,1421350.09
1206,05/07/26,UPI_DIRECT_CREDIT,UPI-41497181986-CUSTOMER@OKBANK,,201.87,1421551.96
1207,05/07/26,UPI_DIRECT_CREDIT,UPI-88199145456-CUSTOMER@OKBANK,,1248.85,1422800.81
1208,05/07/26,UPI_DIRECT_CREDIT,UPI-12559721644-CUSTOMER@OKBANK,,71.84,1422872.65
1209,05/07/26,UPI_DIRECT_CREDIT,UPI-23634361319-CUSTOMER@OKBANK,,2578.8,1425451.45
1210,05/07/26,UPI_DIRECT_CREDIT,UPI-55478777003-CUSTOMER@OKBANK,,201.37,1425652.82
1211,05/07/26,UPI_DIRECT_CREDIT,UPI-25144422028-CUSTOMER@OKBANK,,459.22,1426112.04
1212,05/07/26,UPI_DIRECT_CREDIT,UPI-25434678020-CUSTOMER@OKBANK,,2222.63,1428334.67
1213,05/07/26,UPI_DIRECT_CREDIT,UPI-50894321587-CUSTOMER@OKBANK,,1945.68,1430280.35
1214,05/07/26,UPI_DIRECT_CREDIT,UPI-65178727099-CUSTOMER@OKBANK,,878.42,1431158.77
1215,05/07/26,UPI_DIRECT_CREDIT,UPI-53296665436-CUSTOMER@OKBANK,,364.78,1431523.55
1216,05/07/26,UPI_DIRECT_CREDIT,UPI-85528566209-CUSTOMER@OKBANK,,1367.53,1432891.08
1217,05/07/26,UPI_DIRECT_CREDIT,UPI-80668169619-CUSTOMER@OKBANK,,528.54,1433419.62
1218,05/07/26,UPI_DIRECT_CREDIT,UPI-86317113819-CUSTOMER@OKBANK,,2093.03,1435512.65
1219,05/07/26,UPI_DIRECT_CREDIT,UPI-54726988721-CUSTOMER@OKBANK,,218.76,1435731.41
1220,05/07/26,UPI_DIRECT_CREDIT,UPI-54782610420-CUSTOMER@OKBANK,,539.24,1436270.65
1221,05/07/26,UPI_DIRECT_CREDIT,UPI-18878269970-CUSTOMER@OKBANK,,524.58,1436795.23
1222,05/07/26,UPI_DIRECT_CREDIT,UPI-83573285650-CUSTOMER@OKBANK,,1064.16,1437859.39
1223,05/07/26,UPI_DIRECT_CREDIT,UPI-66359554209-CUSTOMER@OKBANK,,1854.86,1439714.25
1224,05/07/26,UPI_DIRECT_CREDIT,UPI-92839737518-CUSTOMER@OKBANK,,2175.48,1441889.73
1225,05/07/26,UPI_DIRECT_CREDIT,UPI-77245170371-CUSTOMER@OKBANK,,99.92,1441989.65
1226,05/07/26,UPI_DIRECT_CREDIT,UPI-88505852701-CUSTOMER@OKBANK,,364.93,1442354.58
1227,05/07/26,NEFT_VENDOR_DEBIT,NEFT DR-VENDOR965-NETBANK,16202.26,,1426152.32
1228,05/07/26,NEFT_VENDOR_DEBIT,NEFT DR-VENDOR885-NETBANK,11351.02,,1414801.3
1229,05/07/26,MDR_RECOVERY_CHARGE,MDR RCVRY-05/07/26,208.52,,1414592.78
1230,06/07/26,CARD_TERMINAL_SETTLEMENT,TERMINAL 1 CARDS SETTL. 06/07/26,,12259.05,1426851.83
1231,06/07/26,RAZORPAY_PAYOUT_BATCH,RAZORPAY PAYOUT UPI-BATCH 06/07/26,,7461.02,1434312.85
1232,06/07/26,UPI_DIRECT_CREDIT,UPI-20311290265-CUSTOMER@OKBANK,,1143.53,1435456.38
1233,06/07/26,UPI_DIRECT_CREDIT,UPI-38048209569-CUSTOMER@OKBANK,,952.12,1436408.5
